model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_B_100k,ACT-Lang-B 100k,845,1,close_drawer -> move_slider_left -> push_red_block_left -> lift_red_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,846,0,open_drawer -> turn_off_led -> rotate_red_block_right -> lift_pink_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,847,0,rotate_blue_block_right -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,848,0,move_slider_right -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_slider -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,849,0,turn_on_lightbulb -> rotate_blue_block_right -> lift_blue_block_table -> stack_block -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,850,0,turn_on_lightbulb -> push_pink_block_right -> open_drawer -> lift_blue_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,851,0,rotate_red_block_right -> turn_off_led -> open_drawer -> lift_pink_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,852,0,push_pink_block_left -> open_drawer -> lift_blue_block_slider -> place_in_slider -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,853,0,turn_off_led -> move_slider_left -> open_drawer -> push_pink_block_left -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,854,2,lift_pink_block_slider -> place_in_slider -> move_slider_right -> push_blue_block_left -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,855,0,move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,856,0,move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,857,0,turn_on_lightbulb -> push_pink_block_left -> move_slider_left -> lift_pink_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,858,0,move_slider_left -> turn_on_lightbulb -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,859,0,lift_red_block_slider -> place_in_slider -> move_slider_right -> turn_on_lightbulb -> push_blue_block_right
act_lang_B_100k,ACT-Lang-B 100k,860,0,lift_red_block_slider -> stack_block -> unstack_block -> turn_off_led -> rotate_red_block_left
act_lang_B_100k,ACT-Lang-B 100k,861,1,lift_red_block_table -> place_in_slider -> lift_blue_block_slider -> stack_block -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,862,0,rotate_blue_block_right -> push_into_drawer -> lift_pink_block_slider -> place_in_drawer -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,863,0,turn_on_led -> move_slider_left -> rotate_pink_block_right -> close_drawer -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,864,0,rotate_pink_block_left -> turn_off_led -> lift_blue_block_slider -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,865,0,rotate_red_block_left -> lift_pink_block_slider -> place_in_slider -> turn_on_lightbulb -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,866,0,move_slider_left -> close_drawer -> turn_off_lightbulb -> rotate_pink_block_left -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,867,0,move_slider_left -> open_drawer -> lift_red_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,868,1,lift_blue_block_table -> stack_block -> close_drawer -> unstack_block -> rotate_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,869,0,lift_pink_block_slider -> place_in_slider -> move_slider_right -> rotate_blue_block_right -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,870,0,move_slider_left -> lift_red_block_slider -> stack_block -> unstack_block -> push_red_block_right
act_lang_B_100k,ACT-Lang-B 100k,871,0,push_blue_block_left -> lift_blue_block_table -> stack_block -> turn_on_lightbulb -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,872,0,turn_off_lightbulb -> lift_blue_block_slider -> place_in_drawer -> lift_blue_block_drawer -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,873,0,move_slider_left -> push_blue_block_right -> open_drawer -> turn_off_led -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,874,1,close_drawer -> turn_off_led -> lift_blue_block_table -> place_in_slider -> push_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,875,2,push_blue_block_left -> lift_blue_block_table -> stack_block -> turn_off_lightbulb -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,876,0,push_pink_block_right -> turn_off_led -> move_slider_left -> push_into_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,877,0,rotate_pink_block_left -> turn_off_led -> open_drawer -> lift_pink_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,878,1,open_drawer -> turn_on_led -> push_red_block_right -> lift_pink_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,879,0,open_drawer -> move_slider_right -> lift_red_block_slider -> place_in_drawer -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,880,0,turn_on_lightbulb -> close_drawer -> lift_red_block_slider -> place_in_slider -> rotate_blue_block_left
act_lang_B_100k,ACT-Lang-B 100k,881,0,move_slider_left -> push_red_block_left -> push_into_drawer -> turn_off_led -> lift_red_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,882,0,turn_on_led -> rotate_pink_block_left -> open_drawer -> move_slider_right -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,883,1,rotate_red_block_left -> turn_on_led -> lift_pink_block_slider -> stack_block -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,884,0,turn_off_led -> push_pink_block_right -> lift_red_block_table -> place_in_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,885,0,turn_off_lightbulb -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_drawer -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,886,0,push_pink_block_right -> turn_on_led -> lift_pink_block_table -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,887,0,turn_on_lightbulb -> push_blue_block_left -> close_drawer -> move_slider_left -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,888,0,lift_blue_block_slider -> place_in_slider -> open_drawer -> rotate_red_block_right -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,889,1,push_pink_block_right -> move_slider_left -> lift_red_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,890,1,rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,891,0,turn_off_lightbulb -> rotate_pink_block_right -> move_slider_left -> lift_red_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,892,1,rotate_red_block_left -> move_slider_right -> lift_red_block_table -> place_in_slider -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,893,0,turn_off_lightbulb -> move_slider_left -> push_pink_block_left -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,894,1,push_blue_block_right -> turn_on_lightbulb -> move_slider_right -> close_drawer -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,895,0,lift_red_block_table -> place_in_slider -> turn_off_led -> open_drawer -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,896,1,push_into_drawer -> turn_on_led -> move_slider_left -> close_drawer -> lift_blue_block_slider
act_lang_B_100k,ACT-Lang-B 100k,897,0,rotate_red_block_right -> lift_blue_block_slider -> place_in_slider -> push_into_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,898,2,rotate_blue_block_left -> open_drawer -> lift_pink_block_table -> place_in_drawer -> turn_on_led
act_lang_B_100k,ACT-Lang-B 100k,899,0,push_blue_block_left -> lift_pink_block_table -> place_in_drawer -> close_drawer -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,900,0,move_slider_left -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,901,0,rotate_blue_block_left -> move_slider_right -> turn_off_lightbulb -> close_drawer -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,902,0,turn_on_lightbulb -> open_drawer -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,903,0,open_drawer -> move_slider_left -> lift_blue_block_slider -> place_in_slider -> rotate_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,904,0,lift_blue_block_slider -> stack_block -> move_slider_left -> open_drawer -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,905,1,lift_pink_block_table -> place_in_slider -> open_drawer -> push_blue_block_right -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,906,0,push_pink_block_left -> move_slider_left -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,907,0,rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,908,0,rotate_pink_block_right -> lift_pink_block_table -> place_in_slider -> move_slider_left -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,909,1,lift_pink_block_table -> stack_block -> unstack_block -> push_pink_block_right -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,910,0,rotate_pink_block_right -> close_drawer -> lift_pink_block_table -> place_in_slider -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,911,0,rotate_red_block_right -> turn_off_led -> open_drawer -> push_into_drawer -> lift_red_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,912,3,close_drawer -> rotate_red_block_left -> move_slider_left -> turn_on_lightbulb -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,913,0,move_slider_left -> lift_blue_block_table -> place_in_slider -> push_into_drawer -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,914,1,open_drawer -> lift_pink_block_table -> place_in_drawer -> move_slider_right -> push_blue_block_right
act_lang_B_100k,ACT-Lang-B 100k,915,0,rotate_red_block_right -> lift_pink_block_slider -> place_in_slider -> turn_off_lightbulb -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,916,1,close_drawer -> turn_on_led -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,917,0,push_blue_block_right -> lift_red_block_slider -> stack_block -> unstack_block -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,918,0,move_slider_left -> rotate_red_block_right -> turn_on_led -> lift_blue_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,919,0,lift_red_block_slider -> place_in_slider -> turn_on_lightbulb -> move_slider_left -> rotate_pink_block_right
act_lang_B_100k,ACT-Lang-B 100k,920,0,push_pink_block_right -> move_slider_left -> open_drawer -> push_into_drawer -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,921,0,turn_on_led -> push_blue_block_right -> move_slider_right -> close_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,922,0,rotate_blue_block_left -> lift_red_block_table -> place_in_slider -> open_drawer -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,923,0,rotate_red_block_right -> turn_off_lightbulb -> lift_red_block_table -> stack_block -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,924,2,push_pink_block_right -> open_drawer -> push_into_drawer -> move_slider_right -> lift_pink_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,925,1,push_blue_block_left -> lift_blue_block_table -> place_in_slider -> open_drawer -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,926,0,move_slider_left -> lift_red_block_slider -> place_in_slider -> turn_off_led -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,927,0,lift_red_block_slider -> place_in_slider -> rotate_blue_block_left -> move_slider_left -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,928,0,move_slider_left -> turn_on_led -> open_drawer -> rotate_pink_block_left -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,929,0,rotate_blue_block_right -> turn_on_lightbulb -> push_into_drawer -> move_slider_right -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,930,0,turn_on_lightbulb -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,931,3,push_into_drawer -> lift_pink_block_slider -> place_in_slider -> move_slider_right -> turn_off_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,932,0,move_slider_left -> rotate_blue_block_left -> turn_on_lightbulb -> lift_pink_block_table -> stack_block
act_lang_B_100k,ACT-Lang-B 100k,933,0,open_drawer -> turn_off_lightbulb -> rotate_red_block_right -> lift_red_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,934,0,turn_on_led -> push_pink_block_left -> open_drawer -> lift_pink_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,935,0,rotate_blue_block_left -> turn_off_led -> open_drawer -> lift_pink_block_slider -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,936,0,turn_off_led -> rotate_pink_block_left -> lift_pink_block_table -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,937,0,move_slider_left -> lift_pink_block_table -> place_in_slider -> turn_on_lightbulb -> push_blue_block_left
act_lang_B_100k,ACT-Lang-B 100k,938,0,push_pink_block_right -> lift_pink_block_table -> place_in_slider -> turn_off_led -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,939,0,turn_on_led -> push_red_block_right -> open_drawer -> lift_blue_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,940,0,turn_on_lightbulb -> open_drawer -> push_pink_block_left -> lift_blue_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,941,0,lift_pink_block_slider -> place_in_slider -> push_blue_block_left -> turn_off_lightbulb -> lift_red_block_table
act_lang_B_100k,ACT-Lang-B 100k,942,1,push_pink_block_right -> move_slider_right -> turn_on_led -> lift_pink_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,943,0,turn_off_lightbulb -> move_slider_right -> push_blue_block_right -> close_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,944,0,turn_on_lightbulb -> push_blue_block_right -> move_slider_right -> open_drawer -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,945,0,lift_blue_block_table -> place_in_slider -> turn_on_led -> move_slider_right -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,946,0,move_slider_right -> lift_red_block_table -> place_in_slider -> rotate_pink_block_left -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,947,0,lift_blue_block_slider -> place_in_slider -> push_red_block_left -> move_slider_right -> turn_on_lightbulb
act_lang_B_100k,ACT-Lang-B 100k,948,1,open_drawer -> move_slider_left -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
act_lang_B_100k,ACT-Lang-B 100k,949,1,rotate_red_block_left -> open_drawer -> lift_pink_block_table -> stack_block -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,950,0,rotate_pink_block_left -> push_into_drawer -> move_slider_left -> close_drawer -> turn_off_led
act_lang_B_100k,ACT-Lang-B 100k,951,3,lift_blue_block_slider -> place_in_slider -> open_drawer -> push_pink_block_right -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,952,0,turn_on_lightbulb -> move_slider_right -> push_pink_block_left -> lift_blue_block_table -> place_in_drawer
act_lang_B_100k,ACT-Lang-B 100k,953,0,lift_blue_block_table -> place_in_slider -> lift_pink_block_slider -> stack_block -> move_slider_left
act_lang_B_100k,ACT-Lang-B 100k,954,0,move_slider_right -> push_pink_block_left -> lift_blue_block_slider -> place_in_slider -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,955,2,lift_pink_block_table -> place_in_slider -> turn_off_led -> move_slider_right -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,956,0,turn_on_led -> move_slider_right -> rotate_blue_block_left -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,957,0,open_drawer -> push_red_block_left -> move_slider_right -> lift_pink_block_slider -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,958,1,open_drawer -> turn_off_led -> push_into_drawer -> move_slider_left -> lift_red_block_slider
act_lang_B_100k,ACT-Lang-B 100k,959,3,lift_pink_block_slider -> place_in_drawer -> close_drawer -> rotate_red_block_left -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,960,0,rotate_red_block_left -> lift_pink_block_slider -> stack_block -> unstack_block -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,961,0,lift_blue_block_slider -> place_in_drawer -> turn_on_led -> rotate_pink_block_left -> lift_pink_block_table
act_lang_B_100k,ACT-Lang-B 100k,962,1,close_drawer -> turn_off_lightbulb -> rotate_blue_block_right -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,963,0,turn_on_led -> open_drawer -> push_blue_block_left -> lift_blue_block_table -> place_in_slider
act_lang_B_100k,ACT-Lang-B 100k,964,0,push_pink_block_right -> lift_blue_block_table -> stack_block -> turn_off_lightbulb -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,965,0,rotate_red_block_right -> close_drawer -> move_slider_left -> turn_off_lightbulb -> lift_pink_block_slider
act_lang_B_100k,ACT-Lang-B 100k,966,2,move_slider_right -> lift_red_block_table -> place_in_slider -> push_blue_block_right -> push_into_drawer
act_lang_B_100k,ACT-Lang-B 100k,967,2,push_into_drawer -> close_drawer -> lift_blue_block_slider -> place_in_slider -> move_slider_right
act_lang_B_100k,ACT-Lang-B 100k,968,2,move_slider_left -> close_drawer -> turn_on_lightbulb -> rotate_blue_block_right -> lift_blue_block_table
act_lang_B_100k,ACT-Lang-B 100k,969,0,rotate_blue_block_left -> lift_blue_block_table -> place_in_slider -> turn_off_led -> open_drawer
act_lang_B_100k,ACT-Lang-B 100k,970,0,turn_off_lightbulb -> lift_pink_block_slider -> stack_block -> unstack_block -> rotate_pink_block_left
act_lang_B_100k,ACT-Lang-B 100k,971,0,lift_red_block_table -> place_in_slider -> move_slider_left -> turn_on_led -> rotate_blue_block_right
act_lang_B_100k,ACT-Lang-B 100k,972,0,turn_off_led -> push_red_block_left -> move_slider_left -> push_into_drawer -> close_drawer
act_lang_B_100k,ACT-Lang-B 100k,973,0,open_drawer -> lift_pink_block_slider -> place_in_slider -> turn_off_led -> push_red_block_left
